ATC	Name	DrugBankID	ChemicalSubgroups	PharmacologicalSubgroup	TherapeuticSubgroup	Dispensations	WomenDispensations	MenDispensations	NameSource	IDSource
R05CB91			Mucolytics	Expectorants, excl. combinations with cough suppressants	Cough and cold preparations	1	0	1		
R05DA04	Codeine	DB00318	Opium alkaloids and derivatives	Cough suppressants, excl. combinations with expectorants	Cough and cold preparations	545728	316345	229383	DrugBank	DrugBank
R05DA07	Noscapine	DB06174	Opium alkaloids and derivatives	Cough suppressants, excl. combinations with expectorants	Cough and cold preparations	6793	3534	3259	DrugBank	DrugBank
R05DA09	Dextromethorphan	DB00514	Opium alkaloids and derivatives	Cough suppressants, excl. combinations with expectorants	Cough and cold preparations	495849	295050	200799	DrugBank	DrugBank
R05DA11	Dimemorfan	DB13810	Opium alkaloids and derivatives	Cough suppressants, excl. combinations with expectorants	Cough and cold preparations	163231	94684	68547	WHOCC	DrugBankWeb
R05DA91			Opium alkaloids and derivatives	Cough suppressants, excl. combinations with expectorants	Cough and cold preparations	5096	3112	1984		
R05DB21	Cloperastine	DB09002	Other cough suppressants	Cough suppressants, excl. combinations with expectorants	Cough and cold preparations	874956	507144	367812	DrugBank	DrugBank
R05DB27	Levodropropizine	DB12472	Other cough suppressants	Cough suppressants, excl. combinations with expectorants	Cough and cold preparations	92226	54351	37875	DrugBank	DrugBank
R05DB91			Other cough suppressants	Cough suppressants, excl. combinations with expectorants	Cough and cold preparations	54	32	22		
R05FB02	Cough suppressants and expectorants		Other cough suppressants and expectorants	Cough suppressants and expectorants, combinations	Cough and cold preparations	14	9	5	WHOCC	
R06AA04	Clemastine	DB00283	Aminoalkyl ethers	Antihistamines for systemic use	Antihistamines for systemic use	6009	3835	2174	DrugBank	DrugBank
R06AA52	Diphenhydramine	DB01075	Aminoalkyl ethers	Antihistamines for systemic use	Antihistamines for systemic use	1347	686	661	DrugBank	DrugBank
R06AB02	Dexchlorpheniramine	DB13679	Substituted alkylamines	Antihistamines for systemic use	Antihistamines for systemic use	368626	224593	144033	DrugBank	DrugBank
R06AC01	Mepyramine	DB06691	Substituted ethylene diamines	Antihistamines for systemic use	Antihistamines for systemic use	1933	1030	903	DrugBank	DrugBank
R06AD01	Alimemazine	DB01246	Phenothiazine derivatives	Antihistamines for systemic use	Antihistamines for systemic use	208	96	112	DrugBank	DrugBank
R06AD02	Promethazine	DB01069	Phenothiazine derivatives	Antihistamines for systemic use	Antihistamines for systemic use	90	62	28	DrugBank	DrugBank
R06AD03	Thiethylperazine	DB00372	Phenothiazine derivatives	Antihistamines for systemic use	Antihistamines for systemic use	107441	74615	32826	DrugBank	DrugBank
R06AD07	Mequitazine	DB01071	Phenothiazine derivatives	Antihistamines for systemic use	Antihistamines for systemic use	5269	3205	2064	DrugBank	DrugBank
R06AE06	Oxatomide	DB12877	Piperazine derivatives	Antihistamines for systemic use	Antihistamines for systemic use	130	89	41	DrugBank	DrugBank
R06AE07	Cetirizine	DB00341	Piperazine derivatives	Antihistamines for systemic use	Antihistamines for systemic use	880025	523494	356531	DrugBank	DrugBank
R06AE09	Levocetirizine	DB06282	Piperazine derivatives	Antihistamines for systemic use	Antihistamines for systemic use	78815	47979	30836	DrugBank	DrugBank
R06AE57			Piperazine derivatives	Antihistamines for systemic use	Antihistamines for systemic use	190894	109911	80983		
R06AE92			Piperazine derivatives	Antihistamines for systemic use	Antihistamines for systemic use	36200	20606	15594		
R06AX02	Cyproheptadine	DB00434	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	1486	907	579	DrugBank	DrugBank
R06AX12	Terfenadine	DB00342	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	1	1	0	DrugBank	DrugBank
R06AX13	Loratadine	DB00455	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	868784	510455	358329	DrugBank	DrugBank
R06AX17	Ketotifen	DB00920	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	8920	5067	3853	DrugBank	DrugBank
R06AX22	Ebastine	DB11742	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	775926	463317	312609	DrugBank	DrugBank
R06AX25	Mizolastine	DB12523	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	6954	4164	2790	DrugBank	DrugBank
R06AX26	Fexofenadine	DB00950	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	13157	8177	4980	DrugBank	DrugBank
R06AX27	Desloratadine	DB00967	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	272294	156520	115774	DrugBank	DrugBank
R06AX28	Rupatadine	DB11614	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	143110	84116	58994	DrugBank	DrugBank
R06AX29	Bilastine	DB11591	Other antihistamines for systemic use	Antihistamines for systemic use	Antihistamines for systemic use	142837	86797	56040	DrugBank	DrugBank
R07AB07	Almitrine	DB01430	Respiratory stimulants	Other respiratory system products	Other respiratory system products	19	8	11	DrugBank	DrugBank
S01AA01	Chloramphenicol	DB00446	Antibiotics	Antiinfectives	Ophthalmologicals	62283	34124	28159	DrugBank	DrugBank
S01AA02	Chlortetracycline	DB09093	Antibiotics	Antiinfectives	Ophthalmologicals	127066	70352	56714	DrugBank	DrugBank
S01AA04	Oxytetracycline	DB00595	Antibiotics	Antiinfectives	Ophthalmologicals	6561	3663	2898	DrugBank	DrugBank
S01AA11	Gentamicin	DB00798	Antibiotics	Antiinfectives	Ophthalmologicals	65835	36895	28940	DrugBank	DrugBank
S01AA12	Tobramycin	DB00684	Antibiotics	Antiinfectives	Ophthalmologicals	657952	368343	289609	DrugBank	DrugBank
S01AA13	Fusidic Acid	DB02703	Antibiotics	Antiinfectives	Ophthalmologicals	64489	36849	27640	DrugBank	DrugBank
S01AA17	Erythromycin	DB00199	Antibiotics	Antiinfectives	Ophthalmologicals	60559	34703	25856	DrugBank	DrugBank
S01AA20	Antibiotics in combination with other drugs		Antibiotics	Antiinfectives	Ophthalmologicals	2404	1320	1084	WHOCC	
S01AA26	Azithromycin	DB00207	Antibiotics	Antiinfectives	Ophthalmologicals	12106	7181	4925	DrugBank	DrugBank
S01AA30	Combinations of different antibiotics		Antibiotics	Antiinfectives	Ophthalmologicals	133998	76816	57182	DrugBankWeb	
S01AD03	Aciclovir	DB00787	Antivirals	Antiinfectives	Ophthalmologicals	16900	9249	7651	DrugBank	DrugBank
S01AE01	Ofloxacin	DB01165	Fluoroquinolones	Antiinfectives	Ophthalmologicals	52355	30770	21585	DrugBank	DrugBank
S01AE02	Norfloxacin	DB01059	Fluoroquinolones	Antiinfectives	Ophthalmologicals	2599	1578	1021	DrugBank	DrugBank
S01AE03	Ciprofloxacin	DB00537	Fluoroquinolones	Antiinfectives	Ophthalmologicals	59907	34393	25514	DrugBank	DrugBank
S01AE04	Lomefloxacin	DB00978	Fluoroquinolones	Antiinfectives	Ophthalmologicals	2140	1260	880	DrugBank	DrugBank
S01AE07	Moxifloxacin	DB00218	Fluoroquinolones	Antiinfectives	Ophthalmologicals	47458	26953	20505	DrugBank	DrugBank
S01AX13			Other antiinfectives	Antiinfectives	Ophthalmologicals	9	5	4		
S01AX18	Povidone-iodine	DB06812	Other antiinfectives	Antiinfectives	Ophthalmologicals	53	44	9	DrugBank	DrugBank
S01BA01	Dexamethasone	DB01234	Corticosteroids, plain	Antiinflammatory agents	Ophthalmologicals	97852	58225	39627	DrugBank	DrugBank
S01BA02	Hydrocortisone	DB00741	Corticosteroids, plain	Antiinflammatory agents	Ophthalmologicals	45689	31367	14322	DrugBank	DrugBank
S01BA04	Prednisolone	DB00860	Corticosteroids, plain	Antiinflammatory agents	Ophthalmologicals	23931	13464	10467	DrugBank	DrugBank
S01BA07	Fluorometholone	DB00324	Corticosteroids, plain	Antiinflammatory agents	Ophthalmologicals	57566	35926	21640	DrugBank-corrected	DrugBank
S01BA09	Clobetasone	DB13158	Corticosteroids, plain	Antiinflammatory agents	Ophthalmologicals	1	0	1	DrugBank	DrugBank
S01BA13	Rimexolone	DB00896	Corticosteroids, plain	Antiinflammatory agents	Ophthalmologicals	9746	6270	3476	DrugBank	DrugBank
S01BB03	Fluorometholone and mydriatics	DB00324	Corticosteroids and mydriatics in combination	Antiinflammatory agents	Ophthalmologicals	2174	1322	852	DrugBank-corrected	DrugBank
S01BB91			Corticosteroids and mydriatics in combination	Antiinflammatory agents	Ophthalmologicals	894	478	416		
S01BB93			Corticosteroids and mydriatics in combination	Antiinflammatory agents	Ophthalmologicals	1	1	0		
S01BC03	Diclofenac	DB00586	Antiinflammatory agents, non-steroids	Antiinflammatory agents	Ophthalmologicals	220873	124252	96621	DrugBank	DrugBank
S01BC04	Flurbiprofen	DB00712	Antiinflammatory agents, non-steroids	Antiinflammatory agents	Ophthalmologicals	1	0	1	DrugBank	DrugBank
S01BC05	Ketorolac	DB00465	Antiinflammatory agents, non-steroids	Antiinflammatory agents	Ophthalmologicals	53613	31464	22149	DrugBank	DrugBank
S01BC09	Pranoprofen	DB13514	Antiinflammatory agents, non-steroids	Antiinflammatory agents	Ophthalmologicals	17093	10346	6747	DrugBank	DrugBank
S01BZ91				Antiinflammatory agents	Ophthalmologicals	361	217	144		
S01CA01	Dexamethasone and antiinfectives	DB01234	Corticosteroids and antiinfectives in combination	Antiinflammatory agents and antiinfectives in combination	Ophthalmologicals	585143	324886	260257	DrugBank-corrected	DrugBank
S01CC01	Diclofenac and antiinfectives	DB00586	Antiinflammatory agents, non-steroids and antiinfectives in combination	Antiinflammatory agents and antiinfectives in combination	Ophthalmologicals	9159	5289	3870	DrugBank-corrected	DrugBank
S01EA02	Dipivefrin	DB00449	Sympathomimetics in glaucoma therapy1)	Antiglaucoma preparations and miotics	Ophthalmologicals	164	75	89	DrugBank	DrugBank
S01EA03	Apraclonidine	DB00964	Sympathomimetics in glaucoma therapy1)	Antiglaucoma preparations and miotics	Ophthalmologicals	1015	599	416	DrugBank	DrugBank
S01EA04	Clonidine	DB00575	Sympathomimetics in glaucoma therapy1)	Antiglaucoma preparations and miotics	Ophthalmologicals	7	3	4	DrugBank	DrugBank
S01EA05	Brimonidine	DB00484	Sympathomimetics in glaucoma therapy1)	Antiglaucoma preparations and miotics	Ophthalmologicals	34289	18714	15575	DrugBank	DrugBank
S01EB01	Pilocarpine	DB01085	Parasympathomimetics	Antiglaucoma preparations and miotics	Ophthalmologicals	2666	1721	945	DrugBank	DrugBank
S01EC01	Acetazolamide	DB00819	Carbonic anhydrase inhibitors	Antiglaucoma preparations and miotics	Ophthalmologicals	17971	9302	8669	DrugBank	DrugBank
S01EC03	Dorzolamide	DB00869	Carbonic anhydrase inhibitors	Antiglaucoma preparations and miotics	Ophthalmologicals	16938	9367	7571	DrugBank	DrugBank
S01EC04	Brinzolamide	DB01194	Carbonic anhydrase inhibitors	Antiglaucoma preparations and miotics	Ophthalmologicals	30701	16881	13820	DrugBank	DrugBank
S01EC54	Brinzolamide, combinations	DB01194	Carbonic anhydrase inhibitors	Antiglaucoma preparations and miotics	Ophthalmologicals	7384	3626	3758	DrugBank-corrected	DrugBank
S01ED01	Timolol	DB00373	Beta blocking agents1)	Antiglaucoma preparations and miotics	Ophthalmologicals	65607	38838	26769	DrugBank	DrugBank
S01ED02	Betaxolol	DB00195	Beta blocking agents1)	Antiglaucoma preparations and miotics	Ophthalmologicals	2751	1688	1063	DrugBank	DrugBank
S01ED03	Levobunolol	DB01210	Beta blocking agents1)	Antiglaucoma preparations and miotics	Ophthalmologicals	11168	6535	4633	DrugBank	DrugBank
S01ED05	Carteolol	DB00521	Beta blocking agents1)	Antiglaucoma preparations and miotics	Ophthalmologicals	10352	6473	3879	DrugBank	DrugBank
S01ED51	Timolol, combinations	DB00373	Beta blocking agents1)	Antiglaucoma preparations and miotics	Ophthalmologicals	108424	59323	49101	DrugBank-corrected	DrugBank
S01EE01	Latanoprost	DB00654	Prostaglandin analogues1)	Antiglaucoma preparations and miotics	Ophthalmologicals	110748	63072	47676	DrugBank	DrugBank
S01EE03	Bimatoprost	DB00905	Prostaglandin analogues1)	Antiglaucoma preparations and miotics	Ophthalmologicals	42985	23347	19638	DrugBank	DrugBank
S01EE04	Travoprost	DB00287	Prostaglandin analogues1)	Antiglaucoma preparations and miotics	Ophthalmologicals	30738	17310	13428	DrugBank	DrugBank
S01EE05	Tafluprost	DB08819	Prostaglandin analogues1)	Antiglaucoma preparations and miotics	Ophthalmologicals	8093	4932	3161	DrugBank	DrugBank
S01EX91			Other antiglaucoma preparations	Antiglaucoma preparations and miotics	Ophthalmologicals	4	3	1		
S01FA01	Atropine	DB00572	Anticholinergics	Mydriatics and cycloplegics	Ophthalmologicals	4126	1933	2193	DrugBank	DrugBank
S01FA04	Cyclopentolate	DB00979	Anticholinergics	Mydriatics and cycloplegics	Ophthalmologicals	76457	40012	36445	DrugBank	DrugBank
S01FA05	Homatropine	DB11181	Anticholinergics	Mydriatics and cycloplegics	Ophthalmologicals	14	12	2	DrugBank	DrugBank
S01FA06	Tropicamide	DB00809	Anticholinergics	Mydriatics and cycloplegics	Ophthalmologicals	79305	46139	33166	DrugBank	DrugBank
S01FA51			Anticholinergics	Mydriatics and cycloplegics	Ophthalmologicals	55	30	25		
S01FB01	Phenylephrine	DB00388	Sympathomimetics excl. antiglaucoma preparations	Mydriatics and cycloplegics	Ophthalmologicals	49127	28472	20655	DrugBank	DrugBank
S01FB51	Phenylephrine and ketorolac	DB00465	Sympathomimetics excl. antiglaucoma preparations	Mydriatics and cycloplegics	Ophthalmologicals	6069	3491	2578	WHOCC	DrugBankWeb
S01FB51	Phenylephrine and ketorolac	DB00388	Sympathomimetics excl. antiglaucoma preparations	Mydriatics and cycloplegics	Ophthalmologicals	6069	3491	2578	WHOCC	DrugBankWeb
S01GA51	Naphazoline	DB06711	Sympathomimetics used as decongestants	Decongestants and antiallergics	Ophthalmologicals	1	1	0	DrugBank	DrugBank
S01GX01	Cromoglicic acid	DB01003	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	13713	8491	5222	DrugBank	DrugBank
S01GX02	Levocabastine	DB01106	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	277403	169273	108130	DrugBank	DrugBank
S01GX03	Spaglumic Acid	DB08835	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	3834	2509	1325	DrugBank	DrugBank
S01GX04	Nedocromil	DB00716	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	17655	10591	7064	DrugBank	DrugBank
S01GX05	Lodoxamide	DB06794	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	818	527	291	DrugBank	DrugBank
S01GX06	Emedastine	DB01084	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	3855	2428	1427	DrugBank	DrugBank
S01GX07	Azelastine	DB00972	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	124404	77790	46614	DrugBank	DrugBank
S01GX08	Ketotifen	DB00920	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	67534	43818	23716	DrugBank	DrugBank
S01GX09	Olopatadine	DB00768	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	87125	56746	30379	DrugBank	DrugBank
S01GX10	Epinastine	DB00751	Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	4431	3076	1355	DrugBank	DrugBank
S01GX91			Other antiallergics	Decongestants and antiallergics	Ophthalmologicals	10876	6076	4800		
S01HA30	Combinations		Local anesthetics	Local anesthetics	Ophthalmologicals	2126	931	1195	WHOCC	
S01JA51	Fluorescein	DB00693	Colouring agents	Diagnostic agents	Ophthalmologicals	262	156	106	DrugBank	DrugBank
S01XA03	Sodium chloride, hypertonic		Other ophthalmologicals	Other ophthalmologicals	Ophthalmologicals	1	1	0	WHOCC	
S01XA20	Artificial tears and other indifferent preparations		Other ophthalmologicals	Other ophthalmologicals	Ophthalmologicals	565853	377019	188834	WHOCC	
S02AA15	Ciprofloxacin	DB00537	Antiinfectives	Antiinfectives	Otologicals	324018	172504	151514	DrugBank	DrugBank
S02BA08	Fluocinolone Acetonide	DB00591	Corticosteroids	Corticosteroids	Otologicals	3931	2632	1299	DrugBank	DrugBank
S02CA03	Hydrocortisone and antiinfectives	DB00741	Corticosteroids and antiinfectives in combination	Corticosteroids and antiinfectives in combination	Otologicals	22116	12135	9981	DrugBank-corrected	DrugBank
S02CA05	Fluocinolone acetonide and antiinfectives	DB00591	Corticosteroids and antiinfectives in combination	Corticosteroids and antiinfectives in combination	Otologicals	310264	171081	139183	DrugBank-corrected	DrugBank
S02CA06	Dexamethasone and antiinfectives	DB01234	Corticosteroids and antiinfectives in combination	Corticosteroids and antiinfectives in combination	Otologicals	278853	156762	122091	DrugBank-corrected	DrugBank
S02CA07	Fludrocortisone and antiinfectives	DB00687	Corticosteroids and antiinfectives in combination	Corticosteroids and antiinfectives in combination	Otologicals	5568	3161	2407	DrugBank-corrected	DrugBank
S02CA93			Corticosteroids and antiinfectives in combination	Corticosteroids and antiinfectives in combination	Otologicals	58259	36259	22000		
S02DA30	Combinations		Analgesics and anesthetics	Other otologicals	Otologicals	1	1	0	WHOCC	
S03CA04	Hydrocortisone and antiinfectives	DB00741	Corticosteroids and antiinfectives in combination	Corticosteroids and antiinfectives in combination	Ophthalmological and otological preparations	33267	19218	14049	DrugBank-corrected	DrugBank
V01AA02	grass pollen		Allergen extracts	Allergens	Allergens	299	136	163	WHOCC	
V01AA03	Dermatophagoides farinae	DB10400	Allergen extracts	Allergens	Allergens	75	44	31	DrugBank	DrugBank
V01AA03	Dermatophagoides farinae	DB10401	Allergen extracts	Allergens	Allergens	75	44	31	DrugBank	DrugBank
